signal,entry,exit,side,net_r,reason,carry_days
2024-04-05 12:15:00+00:00,2024-04-05 12:30:00+00:00,2024-04-05 12:30:00+00:00,1,-1.0183995323642263,SL,0
2024-04-05 12:45:00+00:00,2024-04-05 13:00:00+00:00,2024-04-05 14:30:00+00:00,1,2.991897028120794,TP,0
2024-04-05 14:30:00+00:00,2024-04-05 14:45:00+00:00,2024-04-07 22:15:00+00:00,1,-1.05637786891521,SL,2
2024-04-08 17:30:00+00:00,2024-04-08 17:45:00+00:00,2024-04-09 18:40:00+00:00,1,1.089814143871167,TIME,1
2024-04-11 19:15:00+00:00,2024-04-11 19:30:00+00:00,2024-04-12 01:05:00+00:00,1,2.9539070820929334,TP,1
2024-04-12 12:30:00+00:00,2024-04-12 12:45:00+00:00,2024-04-12 14:15:00+00:00,1,2.990363608254258,TP,0
2024-04-12 14:30:00+00:00,2024-04-12 14:45:00+00:00,2024-04-12 15:20:00+00:00,1,-1.010786489600571,SL,0
2024-04-16 14:45:00+00:00,2024-04-16 15:00:00+00:00,2024-04-17 15:55:00+00:00,1,-0.13237219023630892,TIME,1
2024-04-19 16:45:00+00:00,2024-04-19 17:00:00+00:00,2024-04-19 19:45:00+00:00,1,-1.0123357766015806,SL,0
2024-04-26 12:30:00+00:00,2024-04-26 12:45:00+00:00,2024-04-26 12:45:00+00:00,1,-1.0186316395764308,SL,0
2024-04-26 13:00:00+00:00,2024-04-26 13:15:00+00:00,2024-04-26 13:30:00+00:00,1,-1.0161844027254998,SL,0
2024-04-29 18:45:00+00:00,2024-04-29 19:00:00+00:00,2024-04-29 19:00:00+00:00,1,-1.0167290133461215,SL,0
2024-05-06 12:30:00+00:00,2024-05-06 12:45:00+00:00,2024-05-06 16:30:00+00:00,1,-1.0175262331736241,SL,0
2024-05-07 13:00:00+00:00,2024-05-07 13:15:00+00:00,2024-05-07 14:55:00+00:00,1,-1.0198428144462646,SL,0
2024-05-09 16:15:00+00:00,2024-05-09 16:30:00+00:00,2024-05-10 06:30:00+00:00,1,2.96132857175434,TP,1
2024-05-14 19:45:00+00:00,2024-05-14 20:00:00+00:00,2024-05-15 08:45:00+00:00,1,2.9333946378912614,TP,1
2024-05-15 17:00:00+00:00,2024-05-15 17:15:00+00:00,2024-05-16 13:00:00+00:00,1,-1.0384937584564025,SL,1
2024-05-16 16:30:00+00:00,2024-05-16 16:45:00+00:00,2024-05-16 20:20:00+00:00,1,-1.015710953582161,SL,0
2024-05-17 11:45:00+00:00,2024-05-17 12:00:00+00:00,2024-05-17 13:15:00+00:00,1,2.985781612248424,TP,0
2024-05-17 13:45:00+00:00,2024-05-17 14:00:00+00:00,2024-05-20 00:40:00+00:00,1,2.87528759811951,TP,3
2024-05-21 11:45:00+00:00,2024-05-21 12:00:00+00:00,2024-05-22 02:50:00+00:00,1,-1.059493998423308,SL,1
2024-05-28 20:15:00+00:00,2024-05-28 20:30:00+00:00,2024-05-29 02:55:00+00:00,1,-1.0732616115054,SL,1
2024-07-10 11:45:00+00:00,2024-07-10 12:00:00+00:00,2024-07-10 14:40:00+00:00,1,-1.0325800960902152,SL,0
2024-07-11 16:30:00+00:00,2024-07-11 16:45:00+00:00,2024-07-12 06:30:00+00:00,1,-1.0388959320578515,SL,1
2024-07-12 14:00:00+00:00,2024-07-12 14:15:00+00:00,2024-07-15 15:05:00+00:00,1,2.8850028213917347,TP,3
2024-07-15 15:00:00+00:00,2024-07-15 15:15:00+00:00,2024-07-15 17:00:00+00:00,1,-1.0156838104983301,SL,0
2024-07-16 12:00:00+00:00,2024-07-16 12:15:00+00:00,2024-07-16 12:30:00+00:00,1,-1.0224934799894936,SL,0
2024-07-16 13:30:00+00:00,2024-07-16 13:45:00+00:00,2024-07-17 00:40:00+00:00,1,2.956418677617518,TP,1
2024-07-17 12:15:00+00:00,2024-07-17 12:30:00+00:00,2024-07-17 14:10:00+00:00,1,-1.0165266713700234,SL,0
2024-07-24 11:45:00+00:00,2024-07-24 12:00:00+00:00,2024-07-24 17:45:00+00:00,1,-1.0224399198008687,SL,0
2024-07-29 12:45:00+00:00,2024-07-29 13:00:00+00:00,2024-07-29 14:30:00+00:00,1,-1.0188612299970798,SL,0
2024-07-30 16:45:00+00:00,2024-07-30 17:00:00+00:00,2024-07-31 06:30:00+00:00,1,2.9545878851950826,TP,1
2024-07-31 13:30:00+00:00,2024-07-31 13:45:00+00:00,2024-07-31 19:25:00+00:00,1,2.988593517680995,TP,0
2024-07-31 19:15:00+00:00,2024-07-31 19:30:00+00:00,2024-08-01 08:40:00+00:00,1,-1.0485554682796765,SL,1
2024-08-01 12:30:00+00:00,2024-08-01 12:45:00+00:00,2024-08-01 14:20:00+00:00,1,-1.0167036656394437,SL,0
2024-08-02 12:30:00+00:00,2024-08-02 12:45:00+00:00,2024-08-02 13:00:00+00:00,1,-1.0134749059796873,SL,0
2024-08-02 14:00:00+00:00,2024-08-02 14:15:00+00:00,2024-08-02 14:30:00+00:00,1,-1.009801332941625,SL,0
2024-08-08 16:00:00+00:00,2024-08-08 16:15:00+00:00,2024-08-09 17:10:00+00:00,1,1.2310021634884911,TIME,1
2024-08-12 11:45:00+00:00,2024-08-12 12:00:00+00:00,2024-08-12 13:45:00+00:00,1,2.984319862665853,TP,0
2024-08-12 13:45:00+00:00,2024-08-12 14:00:00+00:00,2024-08-12 14:10:00+00:00,1,-1.019965692575317,SL,0
2024-08-12 14:30:00+00:00,2024-08-12 14:45:00+00:00,2024-08-12 20:55:00+00:00,1,2.9898461577007813,TP,0
2024-08-13 11:45:00+00:00,2024-08-13 12:00:00+00:00,2024-08-13 13:20:00+00:00,1,-1.024559932162255,SL,0
2024-08-13 13:30:00+00:00,2024-08-13 13:45:00+00:00,2024-08-13 14:30:00+00:00,1,-1.0151538853014836,SL,0
2024-08-13 14:45:00+00:00,2024-08-13 15:00:00+00:00,2024-08-13 19:30:00+00:00,1,-1.0147012314563602,SL,0
2024-08-16 11:45:00+00:00,2024-08-16 12:00:00+00:00,2024-08-16 12:55:00+00:00,1,2.9881833844983126,TP,0
2024-08-16 12:45:00+00:00,2024-08-16 13:00:00+00:00,2024-08-16 13:20:00+00:00,1,-1.014392598884999,SL,0
2024-08-16 16:00:00+00:00,2024-08-16 16:15:00+00:00,2024-08-19 17:10:00+00:00,1,0.746013712370112,TIME,3
2024-08-19 18:30:00+00:00,2024-08-19 18:45:00+00:00,2024-08-20 06:05:00+00:00,1,-1.0663981574995711,SL,1
2024-08-20 11:45:00+00:00,2024-08-20 12:00:00+00:00,2024-08-20 13:35:00+00:00,1,-1.0191268491272483,SL,0
2024-08-20 13:45:00+00:00,2024-08-20 14:00:00+00:00,2024-08-20 14:25:00+00:00,1,-1.014062665691603,SL,0
2024-08-21 17:00:00+00:00,2024-08-21 17:15:00+00:00,2024-08-22 02:35:00+00:00,1,-1.0481215962125394,SL,1
2024-08-26 11:45:00+00:00,2024-08-26 12:00:00+00:00,2024-08-26 13:00:00+00:00,1,-1.0232021667997662,SL,0
2024-08-26 13:00:00+00:00,2024-08-26 13:15:00+00:00,2024-08-26 13:45:00+00:00,1,-1.0208115264334854,SL,0
2024-08-27 19:30:00+00:00,2024-08-27 19:45:00+00:00,2024-08-28 01:35:00+00:00,1,-1.077465542866355,SL,1
2024-08-29 14:00:00+00:00,2024-08-29 14:15:00+00:00,2024-08-30 03:40:00+00:00,1,-1.0520335327258201,SL,1
2024-08-30 12:15:00+00:00,2024-08-30 12:30:00+00:00,2024-08-30 12:35:00+00:00,1,-1.0205999100743264,SL,0
2024-09-05 12:15:00+00:00,2024-09-05 12:30:00+00:00,2024-09-05 13:10:00+00:00,1,-1.0211968682789458,SL,0
2024-09-05 13:15:00+00:00,2024-09-05 13:30:00+00:00,2024-09-05 14:00:00+00:00,1,-1.0167113805352272,SL,0
2024-09-10 18:30:00+00:00,2024-09-10 18:45:00+00:00,2024-09-11 12:30:00+00:00,1,-1.0762139431573068,SL,1
2024-09-12 12:30:00+00:00,2024-09-12 12:45:00+00:00,2024-09-12 13:40:00+00:00,1,2.9886757809602997,TP,0
2024-09-12 16:30:00+00:00,2024-09-12 16:45:00+00:00,2024-09-13 13:15:00+00:00,1,2.9644327732054863,TP,1
2024-09-13 13:30:00+00:00,2024-09-13 13:45:00+00:00,2024-09-13 13:55:00+00:00,1,-1.017172998203546,SL,0
2024-09-13 14:30:00+00:00,2024-09-13 14:45:00+00:00,2024-09-16 15:40:00+00:00,1,-0.18861977056259602,TIME,3
2024-09-19 11:45:00+00:00,2024-09-19 12:00:00+00:00,2024-09-19 12:35:00+00:00,1,-1.0183553451430452,SL,0
2024-09-19 15:45:00+00:00,2024-09-19 16:00:00+00:00,2024-09-20 12:15:00+00:00,1,2.9587617344852566,TP,1
2024-09-20 12:15:00+00:00,2024-09-20 12:30:00+00:00,2024-09-20 13:05:00+00:00,1,-1.0198966829817995,SL,0
2024-09-20 14:15:00+00:00,2024-09-20 14:30:00+00:00,2024-09-23 15:25:00+00:00,1,1.9324566133187955,TIME,3
2024-09-23 15:15:00+00:00,2024-09-23 15:30:00+00:00,2024-09-24 00:45:00+00:00,1,-1.0540173067288012,SL,1
2024-09-24 14:15:00+00:00,2024-09-24 14:30:00+00:00,2024-09-24 19:40:00+00:00,1,2.9911813368824647,TP,0
2024-09-24 19:30:00+00:00,2024-09-24 19:45:00+00:00,2024-09-24 20:55:00+00:00,1,-1.0162305835637708,SL,0
2024-09-25 12:00:00+00:00,2024-09-25 12:15:00+00:00,2024-09-25 16:20:00+00:00,1,-1.021526005369785,SL,0
2024-09-26 12:15:00+00:00,2024-09-26 12:30:00+00:00,2024-09-26 12:35:00+00:00,1,-1.0147768683883667,SL,0
2024-09-27 12:30:00+00:00,2024-09-27 12:45:00+00:00,2024-09-27 13:25:00+00:00,1,-1.018793313387127,SL,0
2024-10-11 11:45:00+00:00,2024-10-11 12:00:00+00:00,2024-10-11 16:20:00+00:00,1,2.9860820895654223,TP,0
2024-10-11 16:15:00+00:00,2024-10-11 16:30:00+00:00,2024-10-13 22:00:00+00:00,1,-1.109842885650273,SL,2
2024-10-15 12:15:00+00:00,2024-10-15 12:30:00+00:00,2024-10-15 12:50:00+00:00,1,-1.019016008650822,SL,0
2024-10-15 13:15:00+00:00,2024-10-15 13:30:00+00:00,2024-10-16 06:10:00+00:00,1,2.947716569490482,TP,1
2024-10-16 12:00:00+00:00,2024-10-16 12:15:00+00:00,2024-10-16 13:55:00+00:00,1,-1.0232478648359782,SL,0
2024-10-17 13:30:00+00:00,2024-10-17 13:45:00+00:00,2024-10-18 02:30:00+00:00,1,2.95152899900947,TP,1
2024-10-18 12:00:00+00:00,2024-10-18 12:15:00+00:00,2024-10-18 13:05:00+00:00,1,-1.0207786694888001,SL,0
2024-10-18 13:30:00+00:00,2024-10-18 13:45:00+00:00,2024-10-21 09:20:00+00:00,1,2.87062103681061,TP,3
2024-10-21 12:15:00+00:00,2024-10-21 12:30:00+00:00,2024-10-21 14:25:00+00:00,1,-1.0202496700299437,SL,0
2024-10-22 12:30:00+00:00,2024-10-22 12:45:00+00:00,2024-10-23 08:15:00+00:00,1,2.9388454365736236,TP,1
2024-10-25 20:00:00+00:00,2024-10-25 20:15:00+00:00,2024-10-27 22:00:00+00:00,1,-1.637612970776714,SL_GAP,2
2024-10-28 16:00:00+00:00,2024-10-28 16:15:00+00:00,2024-10-29 13:45:00+00:00,1,2.9432865831400266,TP,1
2024-10-29 14:00:00+00:00,2024-10-29 14:15:00+00:00,2024-10-30 15:10:00+00:00,1,0.9724624560883236,TIME,1
2024-10-30 15:30:00+00:00,2024-10-30 15:45:00+00:00,2024-10-31 10:05:00+00:00,1,-1.0451170710210342,SL,1
2024-11-15 15:30:00+00:00,2024-11-15 15:45:00+00:00,2024-11-17 23:20:00+00:00,-1,-1.0702726465258445,SL,2
2024-12-30 13:30:00+00:00,2024-12-30 13:45:00+00:00,2024-12-31 14:40:00+00:00,-1,-0.28907246681957843,TIME,1
